,기업명,주소,직무,자격요건,직급,이용하는기술스택/우대사항,해당 페이지 URL
86,벨루가브루어리,"마포구 독막로 79, 벨루가 2층",소프트웨어 엔지니어,"에대한서비스를만들어야하기때문에술을좋아하다못해사랑하시는분이오시면좋겠어요.최신기술도입에거부감은없지만트렌드만너무좇지않고,오버엔지니어링을지양하며서비스와규모에맞는적정기술을좋아하시는분을찾아요, 파이썬백엔드개발경력2년이상이신분, 커머스/오픈마켓/주문중개특성을이해하고개발경험이있으신분, Python,Django,DjangoRestframework로서버개발해보신분, Cache를이용한DB성능최적화(인덱싱,정규화,쿼리등)및ORM최적화경험이있으신분, AWS를이용한인프라운영경험이있으신분, Nginx웹서버구축,최적화경험이있으신분",2,"- 커머스/오픈마켓/주문 중개 특성을 이해하고 개발 경험이 있으신 분, - 작은 서비스여도 혼자서 기획부터 출시까지 해 본 경험이 있으신 분, - CRM/ERP 등 B2B 서비스 개발 경험이 있으신 분, - 테스트 및 CI/CD 구성/관리 경험이 있으신 분, - 솔직한 피드백을 주고 받는 것을 즐기는 분, - 집에서 술을 빚어 보신 분, , 그리고 벨루가는, - 규칙 없는 것이 규칙인, - 애매하게 할 거면 하지 않고, 한다면 제대로 하는, - 주류 산업과 서비스에 관심 갖고, 먼저 기능과 개선점을 제안할 수 있는, - 잘하는 사람들이 떠나거나 오고 싶지 않은 조직이 되지 않도록 노력하는, 분과 함께하고 싶어요.",https://www.wanted.co.kr/wd/57779
87,데이오프컴퍼니,서울 강남구 영동대로85길 34 스파크플러스 삼성2호점 403호,소프트웨어 엔지니어," HTML5,React를이용해서비스개발,운영할수있는분, Web, App형태서비스개발,운영, 관련경력8년이상, 함께일하는사람이중요한문화, 원활한커뮤니케이션능력, 능동적으로개발팀문화를건강하게만들어가실분",8,"- 실제 엔드유저 대상 서비스 개발 및 운영 경험이 있으신 분, - AWS 인프라 구축 경험, - 인공지능 연동 시스템 운영, 개발 경험이 있으신 분, - 더 좋은 사용성 개선안, 개발 문화 발전에 대한 다양한 아이디어가 있으신 분, - 새로운 배움을 통해 끊임없이 성장하는 것을 즐기는 분, - 논리적이고 체계적인 문제해결 능력이 있으신 분",https://www.wanted.co.kr/wd/188600
88,아이엠지베이스,"용인시 수지구 광교중앙로 338, A동 702호",소프트웨어 엔지니어,"5년이상의객체지향프로그래밍경력,3년이상의iOS개발경력혹은그에준하는실력•사진,비디오촬영을즐겨하며,비디오편집프로그램에대한이해도가높은분•동료와소통하며지속적으로앱개선하는것을즐기시는분•계획적으로일을진행하여꼼꼼하게처리할수있는분•자신이맡은분야를주도적으로이끌어나갈수있는분[근무조건]•정규직(수습기간3개월)•실력과경력에따른연봉측정과스톡옵션부여•근무지:경기도용인시수지구광교중앙로338A동702호",7,"• 이미지, 영상 처리 개발 경험이 있는 분, • 코드 개선, 자동화 아이디어가 샘솟는 분, • iOS 디자인 가이드에 대한 깊은 이해를 갖고 있는 분, • 동영상 편집 앱 관련 업무 경험, • Asana, Slack, Notion 사용 경험, • 온라인 커뮤니케이션 능력이 높은 분",https://www.wanted.co.kr/wd/66456
89,브이피피랩,"서울시 강남구 역삼로 168, 팁스타운 S6 204호",소프트웨어 엔지니어,"FrontEnd5년이상경력또는그에준하는기술이있으신분•React,Vue,Next라이브러리활용개발경험이있으신분•ES6+,HTML5,CSS3에대한이해를가지고있는분•RESTFulAPI연동개발경험자,RestfulAPI에대한이해와실무경험이있는분•FrontEndCI/CD경험이있으신분•버전관리(Git,Github)경험이있는분",5,"• 프로젝트 리딩 또는 팀 리더 경험, • Design에 대한 이해 및 UI framework/Library 개발, 적용 경험, • 데이터 기반 B2C / B2B 서비스를 개발 경험이 있는 분, • 재생에너지, 전력시장에대한 개발 경험이 있으신 분, • 스타트업에 대한 경험 및 이해도, • 전기, 정보통신 자격증 소지",https://www.wanted.co.kr/wd/191458
90,에임(AIM),강남구 테헤란로5길 7,소프트웨어 엔지니어,"컴퓨터과학이나비슷한분야(전산,전자,수학등)의학사이상혹은이에준하는역량을가진분이필요해요.•2개이상의ProgrammingLanguage(Python,C++,Javascript등)구사에자신있는분이필요해요.",5,"• 컴퓨터공학이나 비슷한 분야 (전산, 전자, 수학 등)의 석사 및 박사 학위를 보유하신 분이면 좋아요., • Android, iOS 등 모바일 환경에서 동작하는 실제 App 제작 경험이 있으신 분이면 좋아요., • RDB(MySQL 등)나 NoSQL DB(MongoDB, Redis 등) 개발을 경험하신 분이면 좋아요.",https://www.wanted.co.kr/wd/140278
91,이팝소프트(말해보카),서울특별시 강남구 테헤란로410 금강타워 11층,소프트웨어 엔지니어,5년이상의개발경력을보유하신분,5,"• Unity 엔진 또는 Cocos Creator를 이용한 게임의 UI 및 2D 개발에 익숙하신 분, • iOS, Android 개발에 경험이 있으신 분, • Typescript 또는 Javascript 개발에 경험이 있으신 분, • MySQL, MongoDB, Redis 등의 데이터 저장소 관련 역량을 보유하신 분, • AWS Cloud 환경의 이해 및 활용, 운영 경험을 보유하신 분, • 게임 업계를 떠나 새로운 업계에서 일해보고 싶은 욕망이 가득하신 분, • 컴퓨터 공학 학사/석사 학위를 보유하신 분 또는 이에 상응하는 지식을 보유하신 분",https://www.wanted.co.kr/wd/202293
92,젠다카디언,"서울시 성동구 성수일로 10길 26, 309호",소프트웨어 엔지니어,"전자,컴퓨터계열전공•학사이상또는전문학사이상(전문학사의경우,기업부설연구소연구전담요원자격조건에의해관련업무2년이상경력필요)•C프로그래밍사용경험있으신분",0,"• 임베디드 펌웨어 개발 경험이 있으신 분, • Python 활용 가능하신 분, • 블루투스 등 근거리무선통신에 대한 이해도가 있으신 분, • IoT 기술에 대한 이해도가 있으신 분, • HW개발 과정에 대한 이해도가 있으신 분, • 제품화 과정에 대한 이해도가 있으신 분",https://www.wanted.co.kr/wd/200312
93,데이오프컴퍼니,서울 강남구 영동대로85길 34 스파크플러스 삼성2호점 403호,소프트웨어 엔지니어," Spring, boot,kotlin,Mysql을이용해서비스개발,운영할수있는분, REST, API형태모바일앱Back, end서비스개발,운영, AWS서버시스템구축,운영, 관련경력8년이상, 함께일하는사람이중요한문화, 원활한커뮤니케이션능력, 능동적으로개발팀문화를건강하게만들어가실분",8,"- 실제 엔드유저 대상 서비스 개발 및 운영 경험이 있으신 분, - AWS 인프라 구축 경험, - 인공지능 연동 시스템 운영, 개발 경험이 있으신 분, - 더 좋은 사용성 개선안, 개발 문화 발전에 대한 다양한 아이디어가 있으신 분, - 새로운 배움을 통해 끊임없이 성장하는 것을 즐기는 분, - 논리적이고 체계적인 문제해결 능력이 있으신 분",https://www.wanted.co.kr/wd/188599
94,라플라스테크놀로지스,경기 성남시 분당구 정자일로 95 네이버 1784,소프트웨어 엔지니어,"시드~시리즈A라운드스타트업경험•데이터엔지니어경력(데이터파이프라인개발경험)•실서비스운영경험(게임,앱등)•k8s에대한이해•국내외유수의대학에서정량적,분석적분야와관련된전공(예.수학,컴퓨터공학,물리학,산업공학,금융공학등)으로학사,석사혹은박사학위를취득하신분•컴퓨터공학전공자혹은그에준하는전공지식을보유한자",3,"• B2B SaaS 서비스 운영 경험, • 이커머스, 금융 투자 데이터 분석 경험, • 오픈소스 프로젝트 활동 경험, • OLAP 분석 경험, • Kafka 등 데이터 스트리밍 구현 경험, • InfluxDB 등 시계열 DB 관련 경험, • ML, DL 관련 프로젝트 경험, • VC, Growth hacking에 대한 경험, • 영어회화 가능자",https://www.wanted.co.kr/wd/156626
95,인터엑스,서울 금천구 가산디지털1로 171 가산SKV1 센터 1409호,소프트웨어 엔지니어,"이런분이필요해요!], C#이용한개발경험이있으신분, 데이터베이스설계경험이있으신분, 표준프로토콜(ex.Modbus)을이용한통신어플리케이션개발경험이있으신분[업무에꼭필요한기술스택입니다!], C#,.NetCore, WPF,Blazor등관련UI개발경험",0,"[이런 분이면 더욱 좋아요!], , - SW 설계 경험이 있으신 분(Class 단위), - ASP.NET Core 개발 경험이 많으신 분, - MVVM 패턴 개발 경험이 있으신 분, - Linux, Git, Docker 사용이 경험이 있으신 분, - 다양한 데이터베이스에 대한 경험(Oracle, SQL Server, MySQL, MariaDB, PostgreSQL, influxDB, MongoDB 등)이 있으신 분, - Modbus, OPC-UA등 다양한 통신 프로토콜을 통한 데이터 통신 SW 개발 경험이 있으신 분, - 타 부서와의 협업 경험이 풍부하신 분, - 고객의 경험을 우선으로 생각하시는 분",https://www.wanted.co.kr/wd/192281
96,하이퍼커넥트,강남구 영동대로 517 아셈타워,소프트웨어 엔지니어,"3년이상의소프트웨어(벡엔드,데이터파이프라인,ML서빙시스템등)설계및구현,운영등에대한경험이있으신분•CSfundamentals(운영체제,컴퓨터시스템아키텍처,자료구조및알고리즘)에대한탄탄한기본지식을보유하신분•Java,Kotlin,Python,JavaScript,Go중한가지이상언어에능숙하고,그외프로그래밍언어를학습하여사용이가능하신분•ML모델을서비스에배포하기위해,여러직군의이해관계자와협업할수있는강력한커뮤니케이션능력과엔지니어링역량을갖추신분•다른ML관련직군엔지니어의성장을도와본경험이있거나,관련한역량을갖추신분•학위나국적은무관합니다.",3,"• 머신러닝 모델의 학습부터 서비스 배포까지 해보신 경험이 있으신 분, • 추천, 생성형 AI 등 최신 ML 기술을 활용한 어플리케이션 개발 및 프로덕션 운영 경험이 있으신 분, • 실제 서비스에 AI 기술을 통합하고 주요 지표를 유의미하게 향상시켜 본 경험이 있으신 분, • 엔지니어링 팀을 리드해본 경험이 있으신 분, • 대규모 트래픽을 처리하는 백엔드 서버 개발 경험이 있으신 분, • RDBMS 혹은 DynamoDB, Cassandra 등 분산 데이터베이스에 대한 이해가 있으신 분, • Spark, Flink 등 대용량/실시간 처리를 위한 분산/병렬 시스템 개발 경험이 있으신 분, • 영어에 능통하신 분",https://www.wanted.co.kr/wd/197523
97,파인더스에이아이,"서초구 강남대로 51길 1, 13층(서초동, 511타워)",소프트웨어 엔지니어,"Python,PyTorch,TensorFlow•컴퓨터비전(classification,objectdetection&segmentation,poseestimation)딥러닝모델개발경험•뛰어난프로그래밍스킬•최신(state, of, the, art)딥러닝연구topicsandmethods익숙/관심•관련전공석사이상•관련경험대학원기간포함7년이상",5,"• 관련 전공 Ph.d, • 뛰어난 커뮤니케이션, writing skills, • 뛰어난 연구/논문 트랙 레코드",https://www.wanted.co.kr/wd/204090
98,스펙터,테헤란로7길 22,소프트웨어 엔지니어," 풀스택개발경험(웹프론트엔드,RestAPI기반백엔드), SpringBoot/React.js(혹은Next.js)기반웹어플리케이션개발및운영경험3년이상혹은그에준하는경험과역량을보유한분, 데이터구조설계및PostgreSQL등RDBMS사용경험이있는분, AWS등퍼블릭클라우드환경에서개발,운영경험이있는분, 아래질문절반이상에대해구체적으로답변할수있는분, AWS서비스:AWSECS,EKS,Fargate,EC2,ElasticBeanstalk의특징및장단점,개발및운영경험, 보안:사용자패스워드를안전하게전송하고저장하기위한방법, 인증:APIKey,JWT인증방식의차이점, 데이터베이스:PostgreSQL과MongoDB의차이점, 전역상태관리:프론트엔드에서상태관리구현경험,Recoil에대해, 렌더링방식:SSR과CSR의차이점과장단점, CI/CD:CI/CD파이프라인을구축한경험.사용한도구와구현한프로세스중심으로",5,"- Java(Kotlin), TypeScript, JavaScript 등의 언어 중 하나 이상의 프로그래밍 언어 전문성을 보유하신 분  , - 프론트엔드/백엔드 구분 없이 데이터 구조 설계 부터 화면 구현까지 기능 단위로 서비스를 개발하고 싶은 분, - 오너십을 가지고 본인이 맡은 기능에 대한 개발부터 운영까지 경험하며 서비스를 성장시키고 싶은 분, - 동료 개발자 뿐만 아니라, 디자이너, 기획자등 타 역할을 가진 동료들과 적극적으로 문제해결을 위해 커뮤니케이션 할 수 있는 분    , - 애자일 개발 프로세스, 스프린트, MVP 개발 경험이 있는 분    , - 빌드/배포/테스트 자동화에 대한 관심과 경험이 있는 분    , - 지식과 경험을 정리하고 나누는 것을 즐기는 분",https://www.wanted.co.kr/wd/203931
